date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:12	3630/3630	---MCZ	200	added ('OK')	text/css	etag:W/%2263e2675f-e2e%22	https://icbargentina.com/static/new/theme_ibur.css?v=20230207-01	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/static/new/theme_ibur9aa9.css	(from https://icbargentina.com/capacitacion/curso-capacitacion-inversiones-bursatiles-caba)
17:11:21	231344/231344	---M--	200	added ('OK')	image/jpeg	etag:%2262d7eadd-387b0%22	https://icbargentina.com/media/landings/2022/07/IBURfondo.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/landings/2022/07/IBURfondo.jpg	(from https://icbargentina.com/capacitacion/curso-capacitacion-inversiones-bursatiles-caba)
17:11:23	3622/3622	---MCZ	200	added ('OK')	text/css	etag:W/%2263319a56-e26%22	https://icbargentina.com/static/new/theme_fin.css?v=20230207-01	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/static/new/theme_fin9aa9.css	(from https://icbargentina.com/capacitacion/administracion-de-empresas-analista-de-finanzas-corporativas)
17:11:47	2062988/2062988	---M--	200	added ('OK')	image/png	etag:%2261bba6e3-1f7a8c%22	https://icbargentina.com/media/docentes/2021/12/mariano-edit.png	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/docentes/2021/12/mariano-edit.png	(from https://icbargentina.com/capacitacion/inversor-y-asesor-inversiones)
17:11:48	59922/59922	---M--	200	added ('OK')	image/jpeg	etag:%22632cf4ee-ea12%22	https://icbargentina.com/media/docentes/2022/09/Mauricio_Funes.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/docentes/2022/09/Mauricio_Funes.jpg	(from https://icbargentina.com/capacitacion/administracion-de-empresas-analista-de-finanzas-corporativas)
17:11:48	276578/276578	---M--	200	added ('OK')	image/jpeg	etag:%225d15c955-43862%22	https://icbargentina.com/media/landings/2019/06/finanzas_q6Z6BLN.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/landings/2019/06/finanzas_q6Z6BLN.jpg	(from https://icbargentina.com/capacitacion/administracion-de-empresas-analista-de-finanzas-corporativas)
17:11:49	48658/48658	---M--	200	added ('OK')	image/jpeg	etag:%22632cf4fc-be12%22	https://icbargentina.com/media/docentes/2022/09/Mariano_Modini.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/docentes/2022/09/Mariano_Modini.jpg	(from https://icbargentina.com/capacitacion/administracion-de-empresas-analista-de-finanzas-corporativas)
17:11:49	9375/9375	---M--	200	added ('OK')	image/jpeg	etag:%22632cf50b-249f%22	https://icbargentina.com/media/docentes/2022/09/Eduard_Moreno.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/docentes/2022/09/Eduard_Moreno.jpg	(from https://icbargentina.com/capacitacion/administracion-de-empresas-analista-de-finanzas-corporativas)
17:11:50	80716/80716	---M--	200	added ('OK')	image/jpeg	etag:%225d15cab1-13b4c%22	https://icbargentina.com/media/landings/2019/06/inc01_AGCA5LV.jpeg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/landings/2019/06/inc01_AGCA5LV.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:51	4335/4335	---M--	200	added ('OK')	image/jpeg	etag:%225cfe14a9-10ef%22	https://icbargentina.com/media/logos/2019/06/empresas01.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas01.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:51	126344/126344	---M--	200	added ('OK')	image/jpeg	etag:%225d15cab1-1ed88%22	https://icbargentina.com/media/landings/2019/06/inc02_ymg9tQP.jpeg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/landings/2019/06/inc02_ymg9tQP.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:51	3959/3959	---M--	200	added ('OK')	image/jpeg	etag:%225cfe14eb-f77%22	https://icbargentina.com/media/logos/2019/06/empresas02.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas02.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:52	3984/3984	---M--	200	added ('OK')	image/jpeg	etag:%225cfe14fc-f90%22	https://icbargentina.com/media/logos/2019/06/empresas03.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas03.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:53	7575/7575	---M--	200	added ('OK')	image/jpeg	etag:%225cfe150a-1d97%22	https://icbargentina.com/media/logos/2019/06/empresas04.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas04.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:54	5842/5842	---M--	200	added ('OK')	image/jpeg	etag:%225cfe1516-16d2%22	https://icbargentina.com/media/logos/2019/06/empresas05.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas05.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:54	5950/5950	---M--	200	added ('OK')	image/jpeg	etag:%225cfe1527-173e%22	https://icbargentina.com/media/logos/2019/06/empresas06.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas06.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:54	3741/3741	---M--	200	added ('OK')	image/jpeg	etag:%225cfe1534-e9d%22	https://icbargentina.com/media/logos/2019/06/empresas07.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas07.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:54	5115/5115	---M--	200	added ('OK')	image/jpeg	etag:%225cfe155e-13fb%22	https://icbargentina.com/media/logos/2019/06/empresas08.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas08.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:55	4209/4209	---M--	200	added ('OK')	image/jpeg	etag:%225cfe1574-1071%22	https://icbargentina.com/media/logos/2019/06/empresas09.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas09.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:55	6088/6088	---M--	200	added ('OK')	image/jpeg	etag:%225cfe1589-17c8%22	https://icbargentina.com/media/logos/2019/06/empresas10.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas10.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:55	3716/3716	---M--	200	added ('OK')	image/jpeg	etag:%225cfe1596-e84%22	https://icbargentina.com/media/logos/2019/06/empresas11.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas11.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:55	7084/7084	---M--	200	added ('OK')	image/jpeg	etag:%225cfe15a2-1bac%22	https://icbargentina.com/media/logos/2019/06/empresas12.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas12.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:56	5784/5784	---M--	200	added ('OK')	image/jpeg	etag:%225cfe15ad-1698%22	https://icbargentina.com/media/logos/2019/06/empresas13.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas13.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:56	7131/7131	---M--	200	added ('OK')	image/jpeg	etag:%225cfe15b8-1bdb%22	https://icbargentina.com/media/logos/2019/06/empresas14.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/logos/2019/06/empresas14.jpg	(from https://icbargentina.com/capacitacion/in-company)
17:11:57	3624/3624	---MCZ	200	added ('OK')	text/css	etag:W/%2263e2675f-e28%22	https://icbargentina.com/static/new/theme_fys.css?v=20230207-01	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/static/new/theme_fys9aa9.css	(from https://icbargentina.com/capacitacion/finanzas-y-startups?utm_source=google&utm_medium=cpc&utm_campaign=+Bursatil+Capacitacion+-+BA&utm_term=BC+%7C+Finanzas+y+Startups+-+AR&utm_content=landing_Finanzas_y_Startups&gad_source=1&gclid=Cj0KCQjwzby1BhCQARIsAJ_0t5OFabybXi0iVggFqR7QOERBLFJ3RlT1pyYWiAMojM5CRpdjqVzmvg4aAsomEALw_wcB)
17:12:02	969433/969433	---M--	200	added ('OK')	image/jpeg	etag:%22654bff8d-ecad9%22	https://icbargentina.com/media/docentes/2023/11/Foto_Lore.jpg	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/docentes/2023/11/Foto_Lore.jpg	(from https://icbargentina.com/capacitacion/inversor-y-asesor-inversiones)
17:12:34	350738/350738	UR-M--	200	added ('Partial%20Content')	image/png	etag:%225cfdfaaf-55a12%22	https://icbargentina.com/media/docentes/2019/06/ariel.png	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/media/docentes/2019/06/ariel.png	(from https://icbargentina.com/capacitacion/inversor-y-asesor-inversiones)
17:12:34	4115/4115	---MCZ	200	added ('OK')	text/css	etag:W/%2262dc3ddd-1013%22	https://icbargentina.com/static/new/theme_agi.css?v=20230207-01	C:/Mis%20lugares%20Web/FINANZAS/icbargentina.com/static/new/theme_agi9aa9.css	(from https://icbargentina.com/capacitacion/inversor-y-asesor-inversiones)
